,listing_id,address,no_rooms,price,property_types,property_link,reduced/added,date_reduced/added,no_pictures,latitude,longitude,agent_name,agent_number,most_recent_scrape_date,initial_scrape_date
0,70228570,"Stubbs Drive, South Bermondsey, SE16",2,"£350,000", flat,https://www.rightmove.co.uk//property-for-sale/property-70228570.html,Added ,2019-02-21 00:00:00,5,51.488241,-0.059255,"Foxtons, London Bridge",020 8012 6757,22/02/2019,22-02-2019
1,69215737,"Great Suffolk Street, Borough, SE1",1,"£460,000", flat,https://www.rightmove.co.uk//property-for-sale/property-69215737.html,Reduced ,2019-02-21 00:00:00,13,51.501119,-0.098831,"Foxtons, London Bridge",020 8012 6757,22/02/2019,21/02/2019
2,69681757,"Mandeville House, Bermondsey SE1",3,"£375,000", maisonett,https://www.rightmove.co.uk//property-for-sale/property-69681757.html,Reduced ,2019-02-21 00:00:00,7,51.488626,-0.072841,"Alex Neil Estate Agents, South East London - Sales",020 8012 0319,22/02/2019,21/02/2019
3,79549748,"Concorde Way, London, SE16",1,"£360,000", flat,https://www.rightmove.co.uk//property-for-sale/property-79549748.html,Added ,2019-02-21 00:00:00,8,51.490291,-0.046939,"Kallars, London",020 8012 6994,22/02/2019,21-02-2019
4,75545393,"Henley Drive, London, SE1",1,"£340,000", flat,https://www.rightmove.co.uk//property-for-sale/property-75545393.html,Reduced ,2019-02-20 00:00:00,9,51.493896,-0.073088,"Stirling Ackroyd, London Bridge",020 8012 2405,22/02/2019,21/02/2019
5,59423931,"Stubbs Drive, Bermondsey",1,"£285,000", flat,https://www.rightmove.co.uk//property-for-sale/property-59423931.html,Reduced ,2019-02-20 00:00:00,13,51.48769,-0.06075,"Kinleigh Folkard & Hayward - Sales, Canada Water",020 8012 2766,22/02/2019,21/02/2019
6,60422916,"Brodie House, Bermondsey SE1",3,"£350,000", duplex,https://www.rightmove.co.uk//property-for-sale/property-60422916.html,Added ,2019-02-20 00:00:00,2,51.487969,-0.073389,"Alex Neil Estate Agents, South East London - Sales",020 8012 0319,22/02/2019,21/02/2019
7,54725169,"Old Kent Road, Borough",3,"£450,000", flat,https://www.rightmove.co.uk//property-for-sale/property-54725169.html,Reduced ,2019-02-20 00:00:00,6,51.49154,-0.08147,"Kinleigh Folkard & Hayward - Sales, London Bridge",020 8012 2031,22/02/2019,21/02/2019
8,56764827,"118 Southwark Bridge Road, Borough, SE1",1,"£500,000", apartment,https://www.rightmove.co.uk//property-for-sale/property-56764827.html,Reduced ,2019-02-19 00:00:00,9,51.501333,-0.098619,"Purplebricks, covering London",0121 396 0233,22/02/2019,21/02/2019
9,60363642,"Neckinger Estate, London, SE16",2,"£415,000", flat,https://www.rightmove.co.uk//property-for-sale/property-60363642.html,Added ,2019-02-19 00:00:00,10,51.497324,-0.073175,"Purplebricks, covering London",0121 396 0233,22/02/2019,21/02/2019
10,67482400,"Marine Street, Rotherhithe",2,"£495,000", flat,https://www.rightmove.co.uk//property-for-sale/property-67482400.html,Reduced ,2019-02-18 00:00:00,7,51.497108,-0.069675,"Dexters, London Bridge",020 7650 5100,22/02/2019,21/02/2019
11,57591213,"George Row, London, SE16",1,"£375,000", apartment,https://www.rightmove.co.uk//property-for-sale/property-57591213.html,Reduced ,2019-02-18 00:00:00,12,51.500777,-0.06853,"Purplebricks, covering London",0121 396 0233,22/02/2019,21/02/2019
12,56498748,"Trothy Road, Bermondsey, SE1",2,"£500,000", terraced house,https://www.rightmove.co.uk//property-for-sale/property-56498748.html,Reduced ,2019-02-18 00:00:00,14,51.491714,-0.066445,"Purplebricks, covering London",0121 396 0233,22/02/2019,21/02/2019
13,70109449,"More Copper House, 14-16 Magdalen Street, London",1,"£500,000", property,https://www.rightmove.co.uk//property-for-sale/property-70109449.html,Added ,2019-02-18 00:00:00,9,51.503708,-0.082487,"Chestertons Estate Agents , Tower Bridge",020 8012 3880,22/02/2019,21/02/2019
14,70107844,"Troon Close, Troon Close",3,"£500,000", flat,https://www.rightmove.co.uk//property-for-sale/property-70107844.html,Added ,2019-02-18 00:00:00,8,51.487271,-0.059612,"Dexters, London Bridge",020 7650 5100,22/02/2019,21/02/2019
15,60314193,"Nemus Apartments, Surrey Quays, SE8",3,"£470,000", apartment,https://www.rightmove.co.uk//property-for-sale/property-60314193.html,Added ,2019-02-16 00:00:00,14,51.4908,-0.044725,"Metro Village Ltd, Canada Water",020 8012 4828,22/02/2019,21/02/2019
16,79491086,"Archers Lodge , Bermondsey, London SE16",1,"£325,000", flat,https://www.rightmove.co.uk//property-for-sale/property-79491086.html,Added ,2019-02-16 00:00:00,5,51.48561,-0.06501,"My Online Estate Agent, National",03332 402712,22/02/2019,21/02/2019
17,59610576,"Thorburn Square, London, SE1",1,"£325,000", flat,https://www.rightmove.co.uk//property-for-sale/property-59610576.html,Reduced ,2019-02-15 00:00:00,14,51.49125,-0.069489,"Purplebricks, covering London",0121 396 0233,22/02/2019,21/02/2019
18,79481501,"Solarium Court, 105 Alscot Road, Londond, SE1",1,"£320,000", flat,https://www.rightmove.co.uk//property-for-sale/property-79481501.html,Added ,2019-02-15 00:00:00,9,51.49366,-0.074599,"Williams Lynch, London",020 8012 2590,22/02/2019,21/02/2019
19,79480355,"Landmann House, Rennie Estate , SE16 3PF",2,"£255,000", flat,https://www.rightmove.co.uk//property-for-sale/property-79480355.html,Added ,2019-02-15 00:00:00,6,51.49044,-0.05818,"Hunters, Surrey Quays",020 8012 4439,22/02/2019,21/02/2019
20,73920530,"Cadbury Way, Bermondsey, SE16",1,"£275,000", flat,https://www.rightmove.co.uk//property-for-sale/property-73920530.html,Reduced ,2019-02-15 00:00:00,9,51.49416,-0.07128,"Beresford Residential, Camberwell - Sales",020 8012 5978,22/02/2019,21/02/2019
21,59628684,"Thorburn Square, Bermondsey",2,"£400,000", flat,https://www.rightmove.co.uk//property-for-sale/property-59628684.html,Reduced ,2019-02-14 00:00:00,15,51.49117,-0.06967,"Kinleigh Folkard & Hayward - Sales, London Bridge",020 8012 2031,22/02/2019,21/02/2019
22,79466636,"St Helena Road, London, SE16 2QU",1,"£270,000", flat,https://www.rightmove.co.uk//property-for-sale/property-79466636.html,Added ,2019-02-14 00:00:00,6,51.49053,-0.04737,"Hunters, Surrey Quays",020 8012 4439,22/02/2019,21/02/2019
23,70043692,"Silwood Street, South Bermondsey",2,"£475,000", flat,https://www.rightmove.co.uk//property-for-sale/property-70043692.html,Added ,2019-02-14 00:00:00,13,51.48972,-0.05288,"Kinleigh Folkard & Hayward - Sales, Canada Water",020 8012 2766,22/02/2019,21/02/2019
24,60242208,"Monnow Road, Bermondsey SE1",1,"£349,000", flat,https://www.rightmove.co.uk//property-for-sale/property-60242208.html,Added ,2019-02-13 00:00:00,15,51.490242,-0.06797,"Urban Patchwork, London",020 8012 0562,22/02/2019,21/02/2019
25,79429511,"Varcoe Road,
London,
SE16 3DG",1,Coming Soon, apartment,https://www.rightmove.co.uk//property-for-sale/property-79429511.html,Added ,2019-02-13 00:00:00,9,51.48512,-0.05711,Pocket Living,020 8012 4882,22/02/2019,21/02/2019
26,79429139,"Varcoe Road,
London,
SE16 3DG",1,Coming Soon, apartment,https://www.rightmove.co.uk//property-for-sale/property-79429139.html,Added ,2019-02-13 00:00:00,9,51.48512,-0.05711,Pocket Living,020 8012 4882,22/02/2019,21/02/2019
27,57737700,"Millender Walk, Surrey Quays",4,"£400,000", flat,https://www.rightmove.co.uk//property-for-sale/property-57737700.html,Reduced ,2019-02-13 00:00:00,16,51.48988,-0.05172,"Kinleigh Folkard & Hayward - Sales, Canada Water",020 8012 2766,22/02/2019,21/02/2019
28,60231192,"Kellow House, Tennis Street, London, SE1",1,"£375,000", apartment,https://www.rightmove.co.uk//property-for-sale/property-60231192.html,Added ,2019-02-13 00:00:00,5,51.501911,-0.091268,"Kalmars Residential , Shad Thames",020 8012 7289,22/02/2019,21/02/2019
29,60231090,51 Silwood Street,2,"£200,000", flat,https://www.rightmove.co.uk//property-for-sale/property-60231090.html,Added ,2019-02-13 00:00:00,7,51.487571,-0.048546,"L&Q, L&Q Re Sale Membership",020 8012 0559,22/02/2019,21/02/2019
30,60194385,"286 Lynton Road, London, SE1",1,"£325,000", flat,https://www.rightmove.co.uk//property-for-sale/property-60194385.html,Added ,2019-12-02 00:00:00,8,51.48946,-0.062375,"Purplebricks, covering London",0121 396 0233,22/02/2019,21/02/2019
31,69385726,"Tower Bridge Road, London",2,"£499,000", flat,https://www.rightmove.co.uk//property-for-sale/property-69385726.html,Reduced ,2019-12-02 00:00:00,11,51.496483,-0.082761,"Chestertons Estate Agents , Tower Bridge",020 8012 3880,22/02/2019,21/02/2019
32,70004212,"Culloden Close, London SE16",3,"£495,000", semi-detached house,https://www.rightmove.co.uk//property-for-sale/property-70004212.html,Added ,2019-11-02 00:00:00,10,51.48561,-0.06501,"ludlowthompson, Canada Water",020 8012 6536,22/02/2019,21/02/2019
33,70003189,"Spa Road, Bermondsey",1,"£450,000", flat,https://www.rightmove.co.uk//property-for-sale/property-70003189.html,Added ,2019-11-02 00:00:00,8,51.495846,-0.070738,"Dexters, London Bridge",020 7650 5100,22/02/2019,21/02/2019
34,79356926,"Rossetti Road, London",2,"£375,000", flat,https://www.rightmove.co.uk//property-for-sale/property-79356926.html,Added ,2019-11-02 00:00:00,8,51.488893,-0.060897,"Chestertons Estate Agents , Tower Bridge",020 8012 3880,22/02/2019,21/02/2019
35,77791838,"Empire Square South Empire Square, London, SE1",1,"£400,000", flat,https://www.rightmove.co.uk//property-for-sale/property-77791838.html,Reduced ,2019-11-02 00:00:00,10,51.500881,-0.090992,"Reeds Rains, Kennington",020 8012 4083,22/02/2019,21/02/2019
36,59284215,"Sanctuary Street, Borough",1,"£500,000", flat,https://www.rightmove.co.uk//property-for-sale/property-59284215.html,Reduced ,2019-11-02 00:00:00,13,51.50112,-0.09519,"Kinleigh Folkard & Hayward - Sales, London Bridge",020 8012 2031,22/02/2019,21/02/2019
37,76077116,"Ivychurch Lane, London",3,"£350,000", flat,https://www.rightmove.co.uk//property-for-sale/property-76077116.html,Reduced ,2019-11-02 00:00:00,8,51.48836,-0.07846,"Barnard Marcus, Kennington",020 8012 2049,22/02/2019,21/02/2019
38,79350614,"Webster Road, London, SE16",1,"£299,950", apartment,https://www.rightmove.co.uk//property-for-sale/property-79350614.html,Added ,2019-11-02 00:00:00,5,51.49584,-0.06386,"Oppida , Surrey Quays",020 8012 5950,22/02/2019,21/02/2019
39,79349099,Grange Walk Aylwin Estate SE1,1,"£389,995", flat,https://www.rightmove.co.uk//property-for-sale/property-79349099.html,Added ,2019-11-02 00:00:00,6,51.49681,-0.07894,"Acorn, London Bridge",020 8012 2625,22/02/2019,21/02/2019
40,78394175,"Barham House, Kinglake Estate, London SE17",3,"£340,000", flat,https://www.rightmove.co.uk//property-for-sale/property-78394175.html,Reduced ,2019-08-02 00:00:00,7,51.48829,-0.08074,"ludlowthompson, Kennington Oval - Sales",020 8012 2211,22/02/2019,21/02/2019
41,78629495,"John Maurice Close, LONDON, SE17",2,"£450,000", flat,https://www.rightmove.co.uk//property-for-sale/property-78629495.html,Reduced ,2019-08-02 00:00:00,9,51.493391,-0.089823,"Williams Lynch, London",020 8012 2590,22/02/2019,21/02/2019
42,69971131,"Southwark Bridge Road, Southwark SE1",1,"£500,000", flat,https://www.rightmove.co.uk//property-for-sale/property-69971131.html,Added ,2019-08-02 00:00:00,2,51.505853,-0.094911,"Alex Neil Estate Agents, South East London - Sales",020 8012 0319,22/02/2019,21/02/2019
43,69937807,"Webster Road, Bermondsey",1,"£365,000", apartment,https://www.rightmove.co.uk//property-for-sale/property-69937807.html,Added ,2019-08-02 00:00:00,14,51.495597,-0.064776,"Oliver Jaques, Surrey Quays",020 8012 4508,22/02/2019,21/02/2019
44,70089247,"St. Saviours Estate, St. Saviours Estate",3,"£475,000", flat,https://www.rightmove.co.uk//property-for-sale/property-70089247.html,Added ,2019-07-02 00:00:00,8,51.497472,-0.076647,"Dexters, London Bridge",020 7650 5100,22/02/2019,21/02/2019
45,60022167,"Congreve Street, London, SE17",1,"£330,000", apartment,https://www.rightmove.co.uk//property-for-sale/property-60022167.html,Added ,2019-06-02 00:00:00,10,51.491664,-0.085024,"Atkinson McLeod, Kennington - Sales",020 8012 2474,22/02/2019,21/02/2019
46,68661496,"Rowcross Street, London",2,"£350,000", maisonett,https://www.rightmove.co.uk//property-for-sale/property-68661496.html,Reduced ,2019-05-02 00:00:00,7,51.488231,-0.074556,"The Express Estate Agency, Nationwide",0161 468 0617,22/02/2019,21/02/2019
47,58442511,"Minnow Walk, London, SE17",1,"£400,000", apartment,https://www.rightmove.co.uk//property-for-sale/property-58442511.html,Reduced ,2019-05-02 00:00:00,8,51.490041,-0.081415,"Purplebricks, covering London",0121 396 0233,22/02/2019,21/02/2019
48,68855710,"Hadlow House, Walworth SE17",2,"£299,950", flat,https://www.rightmove.co.uk//property-for-sale/property-68855710.html,Reduced ,2019-05-02 00:00:00,7,51.488622,-0.07981,"Alex Neil Estate Agents, South East London - Sales",020 8012 0319,22/02/2019,21/02/2019
49,59971491,Grange Road Bermondsey SE1,1,"£450,000", flat,https://www.rightmove.co.uk//property-for-sale/property-59971491.html,Added ,2019-05-02 00:00:00,8,51.49581,-0.07841,"Acorn, London Bridge",020 8012 2625,22/02/2019,21/02/2019
50,59970414,"Weston Street, Borough SE1",2,"£415,000", apartment,https://www.rightmove.co.uk//property-for-sale/property-59970414.html,Added ,2019-05-02 00:00:00,7,51.49828,-0.08652,"Leonard Leese, London",020 8012 3009,22/02/2019,21/02/2019
51,52535556,"Goldsworthy Gardens, Rotherhithe",1,"£300,000", flat,https://www.rightmove.co.uk//property-for-sale/property-52535556.html,Reduced ,2019-04-02 00:00:00,13,51.48906,-0.05089,"Kinleigh Folkard & Hayward - Sales, Canada Water",020 8012 2766,22/02/2019,21/02/2019
52,79058777,Spa Road Bermondsey SE16,1,"£425,000", flat,https://www.rightmove.co.uk//property-for-sale/property-79058777.html,Added ,2019-01-02 00:00:00,10,51.49586,-0.07077,"Acorn, London Bridge",020 8012 2625,22/02/2019,21/02/2019
53,59900097,"Crown Place Apartments, 20 Varcoe Road, South Bermondsey, London, SE16",2,"£475,000", flat,https://www.rightmove.co.uk//property-for-sale/property-59900097.html,Added ,2019-01-02 00:00:00,10,51.48522,-0.05783,"Mann, Lewisham",020 8012 1716,22/02/2019,21/02/2019
54,77120729,"Archers Lodge, Bermondsey",1,"£310,000", apartment,https://www.rightmove.co.uk//property-for-sale/property-77120729.html,Reduced ,2019-01-02 00:00:00,8,51.48561,-0.06501,"Garrett Whitelock, London Bridge",020 3858 3333,22/02/2019,21/02/2019
55,79041131,"Old Kent Road, Bermondsey",1,"£275,000", flat,https://www.rightmove.co.uk//property-for-sale/property-79041131.html,Added ,2019-01-02 00:00:00,7,51.48694,-0.07475,"Garrett Whitelock, London Bridge",020 3858 3333,22/02/2019,21/02/2019
56,64988623,"Longfield Estate, London, SE1",1,"£275,000", flat,https://www.rightmove.co.uk//property-for-sale/property-64988623.html,Reduced ,2019-01-31 00:00:00,7,51.49115,-0.073146,"Your Move , New Cross",020 8012 3706,22/02/2019,21/02/2019
57,68778499,"St Andrews Close, London",1,"£260,000", flat,https://www.rightmove.co.uk//property-for-sale/property-68778499.html,Reduced ,2019-01-30 00:00:00,11,51.486174,-0.058914,"The Express Estate Agency, Nationwide",0161 468 0617,22/02/2019,21/02/2019
58,57993162,"1 Scott Lidgett Crescent, London, SE16",2,"£400,000", apartment,https://www.rightmove.co.uk//property-for-sale/property-57993162.html,Reduced ,2019-01-30 00:00:00,7,51.498901,-0.064827,"Purplebricks, covering London",0121 396 0233,22/02/2019,21/02/2019
59,55722771,"Ambrose Street, London, SE16",2,"£350,000", flat,https://www.rightmove.co.uk//property-for-sale/property-55722771.html,Reduced ,2019-01-30 00:00:00,6,51.492146,-0.06246,"Purplebricks, covering London",0121 396 0233,22/02/2019,21/02/2019
60,73457135,"Concorde Way, Surrey Quays SE16",2,"£430,000", flat,https://www.rightmove.co.uk//property-for-sale/property-73457135.html,Reduced ,2019-01-30 00:00:00,24,51.49026,-0.0471,"Felicity J Lord, Canada Water",020 8012 1309,22/02/2019,21/02/2019
61,65005060,"Ilderton Road, South Bermondsey SE16",2,"£330,000", flat,https://www.rightmove.co.uk//property-for-sale/property-65005060.html,Reduced ,2019-01-30 00:00:00,8,51.485819,-0.054266,"Alex Neil Estate Agents, South East London - Sales",020 8012 0319,22/02/2019,21/02/2019
62,78977264,"Falmouth Road, London, SE1",2,"£400,000", flat,https://www.rightmove.co.uk//property-for-sale/property-78977264.html,Added ,2019-01-30 00:00:00,7,51.49573,-0.09541,"Nelsons Ltd, London Bridge",020 8012 4313,22/02/2019,21/02/2019
63,69739066,"Burnaby Court, Bermondsey SE16",2,"£400,000", flat,https://www.rightmove.co.uk//property-for-sale/property-69739066.html,Added ,2019-01-28 00:00:00,2,51.498905,-0.064852,"Alex Neil Estate Agents, South East London - Sales",020 8012 0319,22/02/2019,21/02/2019
64,68960854,"Creasy Estate, Borough",1,"£300,000", flat,https://www.rightmove.co.uk//property-for-sale/property-68960854.html,Reduced ,2019-01-28 00:00:00,1,51.494603,-0.083835,"Dexters, London Bridge",020 7650 5100,22/02/2019,21/02/2019
65,68350759,"Ambrose Street, Bermondsey",2,"£362,250", flat,https://www.rightmove.co.uk//property-for-sale/property-68350759.html,Reduced ,2019-01-28 00:00:00,7,51.492106,-0.062495,"Dexters, London Bridge",020 7650 5100,22/02/2019,21/02/2019
66,67467559,"Newington Causeway, London Bridge, SE1",2,"£480,000", flat,https://www.rightmove.co.uk//property-for-sale/property-67467559.html,Reduced ,2019-01-28 00:00:00,12,51.495833,-0.099469,"Foxtons, London Bridge",020 8012 6757,22/02/2019,21/02/2019
67,73406528,"Empire Square, Borough",1,"£450,000", flat,https://www.rightmove.co.uk//property-for-sale/property-73406528.html,Reduced ,2019-01-28 00:00:00,10,51.50014,-0.09004,"Kinleigh Folkard & Hayward - Sales, London Bridge",020 8012 2031,22/02/2019,21/02/2019
68,68177275,"Empire Square South, London Bridge",1,"£450,000", flat,https://www.rightmove.co.uk//property-for-sale/property-68177275.html,Reduced ,2019-01-28 00:00:00,5,51.500882,-0.090992,"Dexters, London Bridge",020 7650 5100,22/02/2019,21/02/2019
69,68983732,"St. Andrews House, Bermondsey SE16",3,"£500,000", flat,https://www.rightmove.co.uk//property-for-sale/property-68983732.html,Reduced ,2019-01-25 00:00:00,7,51.494135,-0.057725,"Alex Neil Estate Agents, South East London - Sales",020 8012 0319,22/02/2019,21/02/2019
